imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,non-us,worlwide_gross_income_ccy,worlwide_gross_income_value
tt3062742,Break Point,Break Point,2014,2015-07-21,"Comedy, Sport",90,USA,English,Jay Karas,"Gene Hong, Gene Hong",Broad Green Pictures,"Jeremy Sisto, David Walton, Adam Devine, Joshua Rush, Bruno Acaunas, Cy Amundson, Brad Benedict, Mayank Bhatter, Bob Bryan, Carl Bryan, Mike Bryan, Kristian Capalik, Tristan Chase, Mo Collins, Steve Crosby",Two estranged brothers reunite to make an improbable run at a grand slam tennis tournament.,6.0,1170,,,,57.0,11.0,13.0,0,,
tt4634422,La corona partida,La corona partida,2016,2016-02-19,"Drama, History",113,Spain,Spanish,Jordi Frades,José Luis Martín,Diagonal TV,"Rodolfo Sancho, Irene Escolar, Raúl Mérida, Eusebio Poncela, Michelle Jenner, Jose Coronado, Jacobo Dicenta, Ramon Madaula, Fernando Guillén Cuervo, Pedro Mari Sánchez, Jordi Díaz, Antonio Gil, Fernando Cayo, Ramón Barea, Silvia Alonso","In a Spain consumed by ambition and power, the future of an empire depends of the mind state of a single woman.",6.8,546,EUR 1400000,,$ 901435,,1.0,3.0,1,$,901435.0
tt0141121,Gideon,Gideon,1998,1998-10-26,"Comedy, Drama, Romance",102,USA,English,Claudia Hoover,Brad Mirman,Baldwin/Cohen Productions,"Christopher Lambert, Charlton Heston, Carroll O'Connor, Shirley Jones, Mike Connors, Barbara Bain, Shelley Winters, Crystal Bernard, Christopher McDonald, Mykelti Williamson, Taylor Nichols, Michael Bowen, Harvey Korman, Jack Donner, Scott Dorel","Gideon Dobbs is young, simple-minded man who checks into a retirement home where he finds the residents have lost their lust for life. Through his innocence he changes their lives and ...",6.6,1114,,,,,40.0,2.0,0,,
tt0480669,Timecrimes,Los cronocrímenes,2007,2008-06-27,"Horror, Mystery, Sci-Fi",92,Spain,Spanish,Nacho Vigalondo,Nacho Vigalondo,Karbo Vantas Entertainment,"Karra Elejalde, Candela Fernández, Bárbara Goenaga, Nacho Vigalondo, Juan Inciarte",A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,7.2,56712,$ 2600000,$ 39127,$ 553198,68.0,183.0,183.0,1,$,553198.0
tt6512784,Haseena Parkar,Haseena Parkar,2017,2017-09-21,"Biography, Crime, Thriller",135,India,,Apoorva Lakhia,"Suresh Nair, Chintan Gandhi",Benetone Films,"Shraddha Kapoor, Ankur Bhatia, Archana Gautam, Siddhant Kapoor, Uttam Halder, Charanpreet Singh, Rajesh Tailang, Ak Mathambil, Yugesh Anil, Sarah Anjuli, Satendra Bagasi, Ashmita Kaur Bakshi, Muskan Bamne, Vikram Chadha, Tauqeer Alam Khan",This is the story of the slightly-less-notorious sister of a notorious gangster.,4.2,1096,,,,,20.0,8.0,1,,
tt9163346,What Is Love?,What Is Love?,2018,2019-04-09,"Drama, Romance",123,Japan,Japanese,Rikiya Imaizumi,"Mitsuyo Kakuta, Mitsuyo Kakuta",,"Noriko Eguchi, Mai Fukagawa, Reiko Kataoka, Yukino Kishii, Ryô Narita, Mariko Tsutsui, Ryûya Wakaba","Twenty-eight-year-old office lady Teruko is head over heels with Mamoru. The sting of love is so strong that she has all but ignored her friends, home and work. Her family and friends are ...",7.0,192,,,$ 1371101,,2.0,1.0,1,$,1371101.0
tt2274752,Model Hunger,Model Hunger,2016,2016,Horror,84,USA,English,Debbie Rochon,"James Morgart, Debbie Rochon",Penny Spent Films,"Lynn Lowry, Mary Bogle, Babette Bombshell, Bob Bozek, Carmine Capobianco, Bette Cassatt, Jayne Caswell, Rachel Jane Conn, Lisa Dee, Brian Fortune, Erika Frase, Gerica Horn, Samantha Hoy, Suzi Lorraine, David Marancik",A former model (Lynn Lowry) forced into retirement due to her age exacts her revenge on young beautiful women in this horror thriller.,3.6,174,,,,,7.0,26.0,0,,
tt10763618,Yuyeolui eumagaelbeom,Yuyeolui eumagaelbeom,2019,2019-08-28,"Drama, Romance",122,South Korea,Korean,Ji-woo Jung,Ji-woo Jung,,"Go-eun Kim, Hae-In Jung, Hae-Joon Park, Gook-hee Kim, Jung Yoo-jin, Choi Joon-Young, Andy Han, Halley Kim, Stephanie Komure, Moon-cheol Nam, Ashley Park, Rich Ting, Sanyee Yuan","In 1994 during the IMF crisis, two people meet while exchanging stories on a radio program. They fall in love, but can't quite seem to get the timing right.",7.1,1691,,,$ 8494414,,27.0,8.0,1,$,8494414.0
tt2597216,Pas très normales activités,Pas très normales activités,2013,2013-01-30,Comedy,80,France,French,Maurice Barthélémy,Maurice Barthélémy,Source Films,"Norman Thavaud, Stéfi Celma, Maurice Barthélémy, Rufus, François Bureloup, Mauricette Gourdon, Michel Scourneau, Dominique Marcas, Patrick Bordier, Tess Barthélémy, Christophe Fluder",A parody of Paranormal Activity.,3.8,336,,,$ 1374020,,,5.0,1,$,1374020.0
tt0826558,Ibid,Ibid,2008,2008,Comedy,89,USA,English,Russell Friedenberg,"Russell Friedenberg, Jason Rainwater",Iron Circle Pictures,"Christian Campbell, Russell Friedenberg, Christopher Kriesa, Calum Grant, Heather Rae, Judith Balis, Phil Burke, Michael D. Gough, MaLinda Gunderson, Andrew Kowalewski, Cody Lightning, Luke Massengill, Kyle Morris, Rena-Marie Villano, Hollis Welsh","Lionel and Tin are on an ill-fated but well scripted journey into the depths of the American psyche. Recently escaped from Trinity Psychiatric Center, an 'alternative' institution for the ...",4.1,147,,,,,1.0,2.0,0,,
tt0042464,La leggenda dell'arciere di fuoco,The Flame and the Arrow,1950,1950-07-09,"Adventure, Drama, Romance",88,USA,English,Jacques Tourneur,Waldo Salt,Norma-F.R. Productions,"Burt Lancaster, Virginia Mayo, Robert Douglas, Aline MacMahon, Frank Allenby, Nick Cravat, Lynn Baggett, Gordon Gebert, Norman Lloyd, Victor Kilian, Francis Pierlot, Robin Hughes","Dardo, a Robin Hood-like figure, and his loyal followers use a Roman ruin in Medieval Lombardy as their headquarters as they conduct an insurgency against their Hessian conquerors.",7.0,3395,$ 1600000,,$ 6713,,37.0,27.0,0,$,6713.0
tt0042432,L'inafferabile primula rossa,The Elusive Pimpernel,1950,1951-01-01,"Adventure, Drama, Romance",109,UK,English,"Michael Powell, Emeric Pressburger","Baroness Emmuska Orczy, Michael Powell",The Archers,"David Niven, Margaret Leighton, Cyril Cusack, Jack Hawkins, Arlette Marchal, Gérard Nery, Danielle Godet, Edmond Audran, Charles Victor, Eugene Deckers, David Oxley, Raymond Rollett, Philip Stainton, John Longden, Robert Griffiths",A British aristocrat goes in disguise to France to rescue people from The Terror of the guillotine.,6.1,475,,,,,4.0,4.0,1,,
tt0451109,The Maize: The Movie,The Maize: The Movie,2004,2004-10-13,Horror,100,USA,English,Bill Cowell,Bill Cowell,Captures Entertainment,"Bill Cowell, Kelleigh Murray, Alyssa Cowell, Elena Pezzino, Douglas Buczak, Lindsay Prentice, Lauren Prentice, Ed Smolinski, Matt Smolinski, Julie Brown, Eric Lipps, Patti Staebell, Max, Michelle Cowell, Kelly Lipps",A father's psychic abilities are put to the test when his two daughters are trapped inside of a corn maze haunted by the spirits of two young girls who disappeared a year earlier.,1.9,2577,,,,,40.0,9.0,0,,
tt0389343,Samba in Mettmann,Samba in Mettmann,2004,2004-01-29,Comedy,89,Germany,German,Angelo Colagrossi,"Angelo Colagrossi, Hape Kerkeling",Cheese Filmproduktion,"Hape Kerkeling, Rolf Nagel, Sky du Mont, Doris Kunstmann, Uwe Rohde, Alexandra Neldel, Barbara M. Ahren, Max von Thun, Janette Rauch, Pamela Knight, Beatrice Masala, Jana Ina, Michael Sideris, Judith Döker, Tyron Ricketts","Olaf is to take care of the family's cleaner's store, while his dad is away on a fair. In the evening he runs into three Brazilian ladies thrown out of a limousine not knowing where to go. ...",4.9,611,,,$ 1811877,,3.0,8.0,1,$,1811877.0
tt0795441,Oorlogswinter,Oorlogswinter,2008,2008-11-27,"Drama, History, War",103,"Netherlands, Belgium","Dutch, English, German",Martin Koolhoven,"Martin Koolhoven, Paul Jan Nelissen",Isabella Films B.V.,"Martijn Lakemeier, Yorick van Wageningen, Jamie Campbell Bower, Raymond Thiry, Melody Klaver, Anneke Blok, Mees Peijnenburg, Jesse van Driel, Dan van Husen, Ad van Kempen, Tygo Gernandt, Ben Ramakers, Tibo Vandenborre, Jens Roth, Peter Eberst","In the Nazi-occupied Netherlands, a teenage boy gets involved in the Dutch Resistance after coming to the aid of a wounded RAF pilot.",7.0,11974,EUR 4000000,$ 543100,$ 9275806,66.0,40.0,116.0,1,$,9275806.0
tt5946128,Dear Zindagi,Dear Zindagi,2016,2016-11-25,"Drama, Romance",151,India,Hindi,Gauri Shinde,Gauri Shinde,Dharma Productions,"Alia Bhatt, Shah Rukh Khan, Kunal Kapoor, Priyanka Moodley, Prateek Jain, Aditya Roy Kapoor, Ali Zafar, Bobby Duggal, Angad Bedi, Darwin, Raj Bhansali, Sharic Sequeira, Dilip, Akanksha Gade, Ira Dubey","Kaira is a budding cinematographer in search of a perfect life. Her encounter with Jug, an unconventional thinker, helps her gain a new perspective on life. She discovers that happiness is all about finding comfort in life's imperfections.",7.6,35160,,$ 2376479,$ 3199581,,150.0,34.0,1,$,3199581.0
tt1566528,Gekijouban Makurosu F: Sayonara no tsubasa,Gekijouban Makurosu F: Sayonara no tsubasa,2011,2011-02-26,Animation,114,Japan,Japanese,Shôji Kawamori,"Shôji Kawamori, Shôji Kawamori",Big West,"Aya Endô, Jun Fukuyama, Katsuyuki Konishi, Megumi Nakajima, Yûichi Nakamura",,7.0,130,,,$ 6845201,,,,1,$,6845201.0
tt0289770,Scared,Scared,2002,2002-12-17,"Horror, Thriller",90,USA,English,Keith Walley,"John Fitten Goldsmith III, Luciano Saber",Scared Movie LLC,"Luciano Saber, Kate Norby, Cory Almeida, Raquel Horton, Doug Cole, J. Robin Miller, Paityn James, Brad Lockerman, Kim Ryan, Butch Hammett, Dayna O'Brien, Caitlyn Tyler Cole, Kristina Karford, Tracy Morse, Lester Smith",A group of young filmmakers encounter a serial killer while shooting their first independent movie.,2.9,268,,,,,10.0,4.0,0,,
tt0071165,Asrar ganj dareheye jenni,Asrar ganj dareheye jenni,1974,1974,"Comedy, Drama",137,Iran,Persian,Ebrahim Golestan,Ebrahim Golestan,Studio Golestan,"Parviz Sayyad, Mary Apick, Shahnaz Tehrani, Sadegh Bahrami, Jahangir Forouhar, Enayat Bakhshi, Loreta, Mehdi Fakhimzadeh, Mohammad Goodarzi, Reza Hushmand, Bagher Sahraroodi, Mohammad Sohani, Mohsen Taghvai, Bahman Zarrinpour",Ali (Parviz Sayyad) who is a poor farmer when plowing his farm finds a treasure. He secretly begins to sell some of this treasure in the city and making a luxurious life for himself. By the...,6.5,115,,,,,,1.0,1,,
tt1381508,Jack Falls,Jack Falls,2011,2011-03-21,Crime,100,UK,,"Paul Tanter, Alexander Williams",Paul Tanter,Press On Features,"Tamer Hassan, Simon Phillips, Olivia Hallinan, Alan Ford, Dexter Fletcher, Adam Deacon, Jason Flemyng, Neil Maskell, Doug Bradley, Zach Galligan, Peter Barrett, Annie Cooper, Jing Lusi, Sebastian Street, Rita Ramnani",Former undercover police officer Jack Adleth returns to London seeking those who tried to have him killed in Amsterdam.,4.2,1106,GBP 1200000,,,,8.0,7.0,1,,
tt0482201,Duhovi Sarajeva,Duhovi Sarajeva,2007,2007-11-22,Comedy,95,Bosnia and Herzegovina,"Bosnian, Serbian",Dejan Radonic,Enver Puska,DPP Studio,"Severina Kojic, Davor Janjic, Enis Beslagic, Dragan Jovicic, Vanessa Glodjo, Milan Pavlovic, Miraj Grbic, Rade Colovic, Jasna Diklic, Nermin Tulic, Senad Hadzifejzovic, Mirza Tanovic, Mladen Jelicic, Adin Hebib, Murvet Ciric",Two guys from Sarajevo have a megalomaniac idea to restore destroyed cable car that was once used during 1984 Winter Olympics. A pretty female student suddenly enters their lives.,4.3,277,,,,,,,1,,
tt0999972,The Fear Chamber,The Fear Chamber,2009,2009-05-19,Horror,80,USA,English,Kevin Carraway,"Kevin Carraway, Lawrence Sara",Night Light Films,"Richard Tyson, Rhett Giles, Steven Williams, Miranda Kwok, John Duerler, Nikki Norris, Todd Rexx, George Tovar, Keesha Smith, Meg Cionni, Greg Markles, William Waters, Natalie Burn, Bianca Allaine, April Eden","A psychotic man likes to hunt down young women, then kill them and sell their organs. Detective Nick Stevens has been chasing this killer for years and has to overcome this personal demons in order to conquer this serial killer.",3.3,471,,,,,11.0,1.0,0,,
tt0246906,La Saison des Hommes,La Saison des Hommes,2000,2000-12-27,Drama,122,"Tunisia, France","French, Arabic",Moufida Tlatli,"Nouri Bouzid, Nouri Bouzid",Agence Intergouvernementale de la Francophonie (AIF-CIREF),"Rabia Ben Abdallah, Sabah Bouzouita, Ghalia Benali, Hind Sabri, Ezzedine Gannoun, Mouna Noureddine, Azza Baaziz, Lilia Falkat, Adel Hergal, Houyem Rassaa, Kaouther Belhaj, Néjib Belkadhi, Jamel Madani, Sadok Boutouria, Zakia Ben Ayed","The gulf between men and women in Tunisia, political, psychological, and physical, is explored in this downbeat drama. A woman and her two daughters return to the female community on the ...",6.6,256,,,,,2.0,19.0,1,,
tt0081104,"Majstori, majstori!","Majstori, majstori!",1980,1980,"Comedy, Drama",83,Yugoslavia,Serbo-Croatian,Goran Markovic,"Goran Markovic, Miroslav Simic",Art Film 80,"Semka Sokolovic-Bertok, Bogdan Diklic, Snezana Niksic, Predrag Lakovic, Tanja Boskovic, Milivoje 'Mica' Tomic, Olivera Markovic, Zoran Radmilovic, Pavle Vuisic, Aleksandar Bercek, Stojan Decermic, Miodrag Andric, Mirjana Karanovic, Rade Markovic, Mira Banjac",The staff of elementary school prepare the retirement party for their cleaning woman. The complicated relations within the school will emerge to the surface on the same night.,8.1,1015,,,,,2.0,,1,,
tt0288260,Tôkyô Marîgôrudo,Tôkyô Marîgôrudo,2001,2001-05-12,Romance,97,Japan,Japanese,Jun Ichikawa,"Mariko Hayashi, Jun Ichikawa",DENTSU Music And Entertainment,"Rena Tanaka, Yukiyoshi Ozawa, Yôichirô Saitô, Hotaru, Hikari Ishida, Cillian Joe, Kirin Kiki, Yasunari Takeshima, Akira Terao, Kana Watanabe","Based on a novel by Hayashi Mariko, Tokyo Marigold is the story of a modern relationship in modern Tokyo under modern circumstances. Eriko (Rena Tanaka) has no definite plans, but is ...",6.5,137,,,,,6.0,2.0,1,,
tt2320030,Dracula: Reborn,Dracula: Reborn,2012,2012-10-01,"Drama, Horror",88,USA,English,Patrick McManus,"Patrick McManus, Bram Stoker",,"Dani Lennon, Rene Arreola, Linda Bella, Sharlene Brown, Christianna Carmine, Preston James Hillier, Amy Johnston, Corey Landis, Patrick F. McCallum, Krash Miller, Ian Pfister, Keith Reay, Stuart Rigby, Victoria Summer, Haref Topete","Jonathan (Corey Landis) has a great life until Vladimir (Stuart Rigby), a mysterious stranger, destroys it all. To win it back, Jonathan joins forces with Abraham Van Helsing (Keith Reay) but prepares to make the ultimate sacrifice.",3.2,231,,,,,8.0,5.0,0,,
tt2447338,Faraway,Faraway,2014,2014-11-15,"Adventure, Drama, Fantasy",108,"Philippines, USA","English, Tagalog",Randal Kamradt,Randal Kamradt,Monsterworks66,"Dana Jamison, Nick Medina, Genelyka Castin, Leonard Olaer, Vivencio E. Mataganas, Gabriel Enriquez, Ebenezer B. Alburo, Colly Amador, Cornilio Amador, Fhil Amador, Nelia Amador, Rachel Appelbaum, Dakota Bales, Joshua Bales, Michelle Cumpesto","Audrey, a determined young American woman, arrives in the Philippines with a mysterious mission, little money, and no chance of success. But when she enlists the help of two friendly locals...",5.0,105,,,,,5.0,6.0,1,,
tt0181819,Födelsedagen,Födelsedagen,2000,2000-03-24,Drama,114,Sweden,Swedish,Richard Hobert,Richard Hobert,,"Camilla Lundén, Göran Stangertz, Lena Endre, Pernilla August, Sven Lindberg, Mona Malm, Sven-Bertil Taube, Jakob Eklund, Börje Ahlstedt, Lena Viredius, Rebecka Liljeberg, Thomas Roos, Shanti Roney, Mats Bergman, Helena Brodin","Mikael turns 50 and celebrates big time, inviting all his friends to a gigantic party. He has a secret he intends to announce during the party.",5.5,245,,,,,,1.0,1,,
tt1376717,Play,Play,2011,2011-11-11,Drama,118,"Sweden, France","English, French, Swedish",Ruben Östlund,"Erik Hemmendorff, Ruben Östlund",Coproduction Office,"Anas Abdirahman, Sebastian Blyckert, Yannick Diakité, Sebastian Hegmar, Abdiaziz Hilowle, Nana Manu, John Ortiz, Kevin Vaz, Jacob Ottander, Herman Troeng, Tobias Åkesson, Peggy Johansson, Humberto Guandinango Espinosa, Luis Alonso Tuquerez, José Jaime","An astute observation based on real cases of bullying. In central Gothenburg, Sweden, a group of boys, aged 12-14, robbed other children on about 40 occasions between 2006 and 2008. The ...",7.1,4679,,,$ 103990,81.0,14.0,51.0,1,$,103990.0
tt1039902,The Life of Buddha,The Life of Buddha,2007,2007-12-05,"Animation, Biography, Drama",105,Thailand,Thai,Kritsaman Wattananarong,Aumpira Wongthamma,Mono Film,"Sarut Wijittranon, Supattra Thiwanon, Komgrit Triwimol, Panrapee Rapeepan, Tankhun Jititsara","A BBC/Discovery Channel co-production, this docu-narrative film describes the life of Siddharta Gautama, the process by which he arrived at the fundamentals of Buddhism and the ...",6.9,144,THB 120000000,,$ 482515,,2.0,2.0,1,$,482515.0
tt0066775,Anna,Anna,1970,1970-10-23,Drama,82,"Finland, Sweden",Swedish,Jörn Donner,"Eija-Elina Bergholm, Jörn Donner",Stockholm Film,"Harriet Andersson, Pertti Melasniemi, Marja Packalén, Tapio Rautavaara, Ulf Törnroth, Tapani Perttu, Maarit Hyttinen, Paavo Laaksonen, Olli Meurman, Marja-Liisa Moisander, Oili Siltanen, Karin Thomasson","Thirty-eight-year-old Anna Kivi, a Finnish anesthesiologist at Turku University Hospital and divorcee recently awarded a doctorate after her thesis, retreats to a summer studio on an island for the summer holiday.",5.5,134,FIM 687300,,,,1.0,,1,,
tt0072912,Detective Harper: acqua alla gola,The Drowning Pool,1975,1975-10-30,"Crime, Drama, Mystery",108,USA,"English, French",Stuart Rosenberg,"Tracy Keenan Wynn, Lorenzo Semple Jr.",First Artists,"Paul Newman, Joanne Woodward, Anthony Franciosa, Murray Hamilton, Gail Strickland, Melanie Griffith, Linda Haynes, Richard Jaeckel, Paul Koslo, Joe Canutt, Andrew Robinson, Coral Browne, Richard Derr, Helena Kallianiotes, Leigh French",A big-city private detective travels to the Deep South to help out an old girlfriend who is worried that her husband will find out that she is cheating on him.,6.5,4643,,,,48.0,39.0,25.0,0,,
tt0055972,Operazione terrore,Experiment in Terror,1962,1962-10-10,"Crime, Mystery, Thriller",123,USA,"Cantonese, English",Blake Edwards,"Gordon Gordon, Mildred Gordon",Geoffrey-Kate Productions,"Glenn Ford, Lee Remick, Stefanie Powers, Roy Poole, Ned Glass, Anita Loo, Patricia Huston, Gilbert Green, Clifton James, Al Avalon, William Bryant, Dick Crockett, James Lanphier, Ross Martin",A man with an asthmatic voice telephones assaults clerk Kelly Sherwood at home and coerces her into helping him steal a large sum from her bank.,7.2,4553,,,,69.0,75.0,48.0,0,,
tt0065600,"'Ctyri vrazdy stací, drahousku'","'Ctyri vrazdy stací, drahousku'",1971,1971-06-10,"Comedy, Crime",103,Czechoslovakia,Czech,Oldrich Lipský,"Oldrich Lipský, Nenad Brixi",Filmové Studio Barrandov,"Lubomír Lipský, Jirina Bohdalová, Iva Janzurová, Marie Rosulková, Jan Libícek, Frantisek Filipovský, Josef Hlinomaz, Zdenek Srstka, Vlastimil Hasek, Frantisek Peterka, Jan Preucil, Karel Augusta, Zdenek Blazek, Karel Effa, Josef R. Engel","Two criminal gangs are ruthlessly fighting for a 1-million dollar check that, purely by chance, got into the flat of shy high school teacher George Camel. As the number of victims sharply ...",7.6,626,,,,,2.0,2.0,1,,
tt0039340,Dreams That Money Can Buy,Dreams That Money Can Buy,1947,1956-03-28,"Drama, Fantasy",99,USA,English,Hans Richter,"Hans Richter, Hans Richter",Art of This Century Films,"Jack Bittner, Libby Holman, Josh White, Norma Cazanjian, Doris Okerson, John La Touche, Herb Campbell","After learning how to look inside himself, a poetic bum sells people vivid dreams.",6.8,764,,,,,12.0,9.0,0,,
tt1074643,House of Fallen,House of Fallen,2008,2008-03-01,"Drama, Horror, Thriller",95,USA,English,Robert Stephens,Robert Stephens,Eleven 22 Entertainment,"C. Thomas Howell, Felicia Dames, Marc Gable, Richard Fullerton, Terry Menefee Gau, Eleanor Drew, Corbin Bernsen, William Gregory Lee, David Sherrill, Jeff Wincott, Sandra Simpson, Ken Arnold, Jason Kypros, Jayce O'Neal, Amelia Zontini","A mysterious group known as ""The Twelve"" makes war with the Grigori...fallen angels who walk the earth. House of Fallen is loosely based on the Book of Enoch.",2.7,149,$ 2000000,,,,3.0,2.0,0,,
tt0318028,Reza motori,Reza motori,1970,1970,"Crime, Drama",87,Iran,Persian,Masud Kimiai,Masud Kimiai,Payam Cinematic Organization,"Behrouz Vossoughi, Bahman Mofid, Fariba Khatami, Hassan Shahin, Mohsen Mahdavi, Jalal Pishvaian, Mahmood Tehrani, Parvin Malakuti, Hamideh Kheirabadi, Peymaneh, Amir Hossein Khanshahri, Shapoor Shalchi, Saeed Kangarani","Reza Motori, who has feigned madness, escapes from an asylum and robs a factory, with the aid of a friend. Afterwards, a young writer, who looks exactly like Reza, visits the asylum in ...",6.7,817,,,,,1.0,,1,,
tt1132620,Uomini che odiano le donne,Män som hatar kvinnor,2009,2009-05-29,"Crime, Drama, Mystery",152,"Sweden, Denmark, Germany, Norway","Swedish, English",Niels Arden Oplev,"Nikolaj Arcel, Rasmus Heisterberg",Yellow Bird,"Michael Nyqvist, Noomi Rapace, Lena Endre, Sven-Bertil Taube, Peter Haber, Peter Andersson, Marika Lagercrantz, Ingvar Hirdwall, Björn Granath, Ewa Fröling, Michalis Koutsogiannakis, Annika Hallin, Sofia Ledarp, Tomas Köhler, David Dencik",A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years.,7.8,206095,$ 13000000,$ 10095170,$ 104414200,76.0,318.0,339.0,1,$,104414200.0
tt0074977,"Not Now, Comrade","Not Now, Comrade",1976,1976,Comedy,89,UK,English,"Ray Cooney, Harold Snoad",Ray Cooney,Not Now Films,"Lewis Fiander, Richard Marner, Michael Sharvell-Martin, Carol Hawkins, Leslie Phillips, Ian Lavender, Roy Kinnear, Michele Dotrice, Ray Cooney, Windsor Davies, June Whitfield, Don Estelle, Bruce Wyndham","Russian ballet dancer decides to defect to Britain. After he leads the authorities a merry dance, he changes his mind.",4.9,120,,,,,8.0,1.0,1,,
tt0114649,Terminal Rush,Terminal Rush,1996,1996-09-01,"Action, Drama, Thriller",94,Canada,English,Damian Lee,Mark Sevi,Amritraj / Stevens Entertainment,"Don Wilson, Michael Anderson Jr., Roddy Piper, Brian Warren, Kate Greenhouse, Dave Nichols, Brett Halsey, Richard Waugh, David Sparrow, John Stoneham Sr., Anderson Dixon, Michael Bernardo, George Flinter, Don Chiaschini, Bob Denison",A local cop tries to save his father and several others who have been taken hostage by terrorists at Hoover Dam.,3.9,268,,,,,12.0,6.0,1,,
tt2112307,Big Bad Bugs,Big Bad Bugs,2012,2012-12-29,"Action, Adventure, Comedy",95,USA,English,Peter Paul Basler,"Peter Paul Basler, Cary Anderson",Supernova Films,"Jack Plotnick, Sarah Lieving, Ted Jonas, Camden Toy, Bo Kane, Devon Ogden, Randy Clark, Kris Wheeler, Steve Silverie, Tyler McGee, Andre Tenerelli, Michael Monks, Don Williams, Kenny Lombino, Carmen Thomas","After a convoy of American soldiers disappears, a special ops team is deployed to rescue them. They soon encounter an army of gigantic scorpions, spiders and snakes that have come to Earth from another dimension.",2.3,287,$ 1000000,,,,7.0,5.0,0,,
tt0168972,Love & Pop,Love & Pop,1998,1998-01-09,Drama,110,Japan,"Japanese, Japanese Sign Language",Hideaki Anno,"Hideaki Anno, Akio Satsukawa",,"Tadanobu Asano, Mitsuru Fukikoshi, Megumi Hayashibara, Akira Ishida, Kirari, Hirono Kudo, Kotono Mitsuishi, Asumi Miwa, Hitomi Miwa, Leo Morimoto, Yukie Nakama, Nana Okada, Tôru Tezuka, Ikkei Watanabe",A high school girl engages in compensated dating in order to buy an expensive ring before the day ends.,7.3,1066,,,,,14.0,4.0,1,,
tt4946006,All I Want,All I Want,2017,2017-06-11,"Comedy, Drama, Romance",91,USA,English,West Liang,"West Liang, Melissa Center",Center West Movement,"Melissa Center, Drew Rausch, Josh Casaubon, Rebecca Larsen, Jonathan Chase, Laura Mann, Susan-Kate Heaney, Bruce Lemon, Renée Threatte, Akemi Look, Giselle Gilbert, Drew Brooks, Kate Mines, Molly Kidder, Jorge-Luis Pallo",The anxiety of modern love and life among friends in a big city.,5.2,139,,,,,33.0,3.0,0,,
tt0085536,La fiancée qui venait du froid,La fiancée qui venait du froid,1983,1983-09-21,"Comedy, Romance",95,France,French,Charles Nemes,Charles Nemes,Ginis Films,"Thierry Lhermitte, Barbara Nielsen, Gérard Jugnot, Sophie Barjac, Alexandre Szpulska, Catherine Sauvage, Christian Baltauss, Pierre Charras, Henri Chauvin, Pierre Danny, Françoise Descarrega, Karl Ferth, Sébastien Floche, Gilles Gaston-Dreyfus, Georges Glass","Paul is a playboy: a former girlfriend asks him to marry Zosia ,a Polish girl ,opponent of the regime of her country (December 1981 would see the state of siege in Poland and the arrest of many opponents).",4.8,102,,,,,1.0,,1,,
tt0062477,La vecchia legge del West,Waterhole #3,1967,1967-11-17,"Comedy, Western",95,USA,English,William A. Graham,"Joseph T. Steck, Robert R. Young",Geoffrey Productions,"James Coburn, Carroll O'Connor, Margaret Blye, Claude Akins, Timothy Carey, Bruce Dern, Joan Blondell, James Whitmore, Harry Davis, Roy Jenson, Robert Cornthwaite, Jim Boles, Steve Whittaker, Ted Markland, Rupert Crosse","After a professional gambler kills a Confederate soldier, he finds a map pinpointing the location in the desert where stolen army gold bullion is buried and he plans to retrieve it but others are searching for it too.",6.3,1252,,,,,28.0,8.0,0,,
tt3290676,Uyyala Jampala,Uyyala Jampala,2013,2013-12-25,"Drama, Family, Romance",124,India,Telugu,Virinchi Varma,"Ram Mohan P., Raj Tarun",Annapurna Studios,"Raj Tarun, Avika Gor, Joy Badlani, Punarnavi Bhupalam, Anitha Chowdary, Kireeti Damaraju, Peela Gangadhar, Alluri Hanuma, Shashank Srivatsavaya","A romantic entertainer between a ""bava"" and a ""maradalu"" set in a contemporary coastal town.",7.1,911,,,,,3.0,4.0,1,,
tt0130197,Prithvi,Prithvi,1997,1997-08-29,"Action, Mystery, Thriller",136,India,Hindi,Nitin Manmohan,"Ikram Akhtar, Anees Bazmee",,"Sunil Shetty, Shilpa Shetty Kundra, Suresh Oberoi, Shakti Kapoor, Navin Nischol, Faraaz Khan, Shweta Menon, Frank Page, Antonio Rufino, Jackson Burns, Yolanda Coney-Sophus, Asters Dixon, Kannu Gill, Shalini K. Grover, Jugnu","A newly married couple go on their honeymoon to a foreign country, when the wife suddenly disappears.",4.6,101,,,,,2.0,1.0,1,,
