imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,non-us,worlwide_gross_income_ccy,worlwide_gross_income_value
tt7465704,7 Hosil,7 Hosil,2017,2017-11-15,"Comedy, Thriller",100,South Korea,Korean,Yong-seung Lee,Yong-seung Lee,,"Ha-kyun Shin, Kyung-soo Do, Dong-yeong Kim, Moo-Sung Choi, Jung-min Hwang, Seung-gil Jeong, Suk-ho Jun, Hee-tae Jung, Do-Yoon Kim, Ji-young Kim, Jong-goo Kim, Jong-Su Kim, Su-Young Park, Ji-Hyun Woo","Tae-jung, the part-time worker of a DVD room, hides drugs in room #7 in exchange for wiping out his debt. When he goes back to the room to retrieve the drugs, he realizes that the door is ...",5.7,372,,,$ 2436110,,2.0,2.0,1,$,2436110.0
tt10443844,Psycho-Pass: Sinners of the System Case.1 Crime and Punishment,Psycho-Pass: Sinners of the System Case.1 Crime and Punishment,2019,2019-01-25,"Animation, Action, Crime",60,Japan,English,Naoyoshi Shiotani,Ryo Yoshigami,,"Kana Hanazawa, Sachie Hirai, Shizuka Itô, Rikiya Koyama, Keiichi Nakagawa, Kenji Nojima, Hiroe Oka, Kimiko Saitô, Ayane Sakura, Takahiro Sakurai, Miyuki Sawashiro, Youhei Tadano, Hiroki Touchi, Saori Yumiba","A runaway vehicle crashes into the Public Safety Bureau Building. The driver is identified as Izumi Yasaka, a psychological counselor at the Sanctuary, a Latent Criminal Isolation Facility ...",6.6,315,,,$ 884371,,1.0,5.0,1,$,884371.0
tt1537314,The Flying Machine,The Flying Machine,2011,2011-11-04,"Animation, Adventure, Family",85,"UK, Poland, China, India, Norway",English,"Martin Clapp, Geoff Lindsey","Geoff Lindsey, Marianela Maldonado",Breakthru Films,"Heather Graham, Benedict Wong, Láng Lang, Sandra Portman, Kizzy Mee, Steve Cookman, John Paul Sutherland, Lucy De Franca, Ellie Jewell, Jamie Munns","'The Flying Machine' is a 3D live action/animation family feature film about a stressed out business-woman, Georgie (played by Heather Graham), who takes her two children to see the ...",4.7,301,,,$ 16407,,8.0,3.0,1,$,16407.0
tt0306228,Where's the Party Yaar?,Where's the Party Yaar?,2003,2004-05-28,Comedy,110,USA,"Hindi, English",Benny Mathews,"Benny Mathews, Soham Mehta",Music Masala Films,"Diwakar Pathak, Sunil Malhotra, Indravadan Tridevi, Arun Bakshi, Ulka Amin, Shaan Puri, Kal Penn, Ankur Patel, Tan Tu, Prakash Desai, Mousami Dave, Indi Wijay, M. Kabir, Charlie Flynn, Tina Cherian","Harish Kumar Patel lives with his mom and dad in Valsad, Gujarat, India, where he is studying Electronic Engineering. His dad, Satish Kumar, wants him to re-locate to the U.S., live with ...",4.9,998,,$ 85739,$ 85739,56.0,28.0,4.0,0,$,85739.0
tt0102812,Roujin Z,Rôjin Z,1991,1991-09-14,"Animation, Comedy, Drama",80,Japan,Japanese,Hiroyuki Kitakubo,Katsuhiro Ôtomo,Movic,"Chisa Yokoyama, Toni Barry, Shinji Ogawa, Allan Wenger, Jana Carpenter, Kôji Tsujitani, Adam Henderson, John Fitzgerald Jay, Chie Satô, Ian Thompson, Barbara Barnes, Sean Barrett, Blain Fairman, Nigel Anthony, Nicolette McKenzie",A compassionate young nurse is determined to help an elderly invalid strapped to a revolutionary health care bed but there are unexpected consequences.,6.8,2190,,,,,8.0,22.0,1,,
tt0043962,La montagna dei sette falchi,Red Mountain,1951,1951-11-01,"Drama, Western",84,USA,English,"William Dieterle, John Farrow","George W. George, George W. George",Hal Wallis Productions,"Alan Ladd, Lizabeth Scott, Arthur Kennedy, John Ireland, Jeff Corey, James Bell, Bert Freed, Walter Sande, Neville Brand, Carleton Young, Whit Bissell, Jay Silverheels, Francis McDonald, Herbert Belles, Iron Eyes Cody",In 1865 Confederate Capt. Sherwood is heading to Colorado where Confederate Gen. Quantrill is stirring up rebellion using various Indian Nations.,6.0,358,,,,,6.0,3.0,0,,
tt0383862,Roma,Roma,2004,2004-10-01,Drama,155,"Argentina, Spain",Spanish,Adolfo Aristarain,"Adolfo Aristarain, Mario Camus",Tesela Producciones Cinematográficas,"Juan Diego Botto, Susú Pecoraro, José Sacristán, Agustín Garvíe, Vando Villamil, Marcela Kloosterboer, Maximiliano Ghione, Marina Glezer, Gustavo Garzón, Carla Crespo, Marcos Mundstock, Raúl Rizzo, Jean Pierre Noher, Alberto Jiménez, María Galiana","Joaquín Góñez, a novelist in his sixties recalls his emotions, his wild years in Buenos Aires, the memories of old friends, the meaning of loyalty and the intimate relationship with his mother, Roma.",7.3,1161,$ 2763806,,$ 1459663,,10.0,8.0,1,$,1459663.0
tt0213149,Pearl Harbor,Pearl Harbor,2001,2001-06-01,"Action, Drama, History",183,USA,"English, Japanese, French",Michael Bay,Randall Wallace,Touchstone Pictures,"Ben Affleck, Josh Hartnett, Kate Beckinsale, William Lee Scott, Greg Zola, Ewen Bremner, Alec Baldwin, Jaime King, Catherine Kellner, Jennifer Garner, Jon Voight, Cuba Gooding Jr., Michael Shannon, Matthew Davis, Mako",A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,6.2,306993,$ 140000000,$ 198542554,$ 449220945,44.0,2026.0,199.0,0,$,449220945.0
tt3816526,Jing Cheng 81 hao,Jing Cheng 81 hao,2014,2014-07-18,"Drama, Horror, Mystery",90,China,Mandarin,Wai-Man Yip,"Yu Lei, Manfred Wong",China Film Group Corporation (CFGC),"Francis Ng, Ruby Lin, Tony Yo-ning Yang, Monica Siu-Kei Mok, Hailu Qin, Pat Ha, Zhi Han, Elaine Jin, Jing Li, Cheung-Yan Yuen, Juming Zhang","Story based on the legendary mansion at No. 81 on Chaoyangmennei Street in Beijing, which local legend says is haunted by the ghost of a Kuomintang official's wife, who committed suicide in...",4.5,286,CNY 32000000,,$ 65220000,,1.0,1.0,1,$,65220000.0
tt0086156,Pukar,Pukar,1983,1983-11-18,"Action, Drama, Musical",161,India,Hindi,Ramesh Behl,"Madan Joshi, G.R. Kamath",Rose Movies,"Amitabh Bachchan, Zeenat Aman, Randhir Kapoor, Tina Ambani, Prem Chopra, Shreeram Lagoo, Paidi Jairaj, Chand Usmani, Viju Khote, Shubha Khote, Hadhic Hartaki, Azaad Irani, Narendra Nath, Pratima Devi, Sudha Chopra","Although India obtained freedom from the British in 1947, Goa and it's territories are still ruled by the Portuguese. A group of revolutionaries want a free Goa and are thus wanted by the ...",6.0,305,,,,,4.0,,1,,
tt0491046,Manolete,Manolete,2008,2010-05-14,"Biography, Drama, Romance",92,"Spain, UK, France, USA, Germany","English, Spanish",Menno Meyjes,Menno Meyjes,Iberoamericana Films Producción,"Adrien Brody, Penélope Cruz, Santiago Segura, Juan Echanove, Ann Mitchell, Josep Linuesa, Nacho Aldeguer, Pedro Casablanc, Enrique Arce, Tomás Pozzi, Jorge Cabezas, Xavier Martinez, Berta de la Dehesa, Natalia Moreno, Pablo Calvo","The film starts in the trip from Sevilla to Linares, where Manolete stops in Córdoba to see his mother. He will be remembering some passages of his life.",5.8,2819,$ 28000000,,$ 724785,,15.0,15.0,1,$,724785.0
tt0107179,L'uomo in uniforme,I Love a Man in Uniform,1993,1994-04-29,"Drama, Thriller",99,Canada,English,David Wellington,David Wellington,Alliance Communications Corporation,"Tom McCamus, Brigitte Bako, Kevin Tighe, David Hemblen, Alex Karzis, Graham McPherson, Daniel MacIvor, Wendy Hopkins, Kirsten Kieferle, Tabitha St. Germain, Dana Brooks, Steve Ambrose, Michael Hogan, Mark Melymick, Cynthia Gillespie","Henry Adler, a bank employee and actor, is cast as a cop in an upcoming television series but he begins to take his duties seriously.",6.7,558,,$ 93623,,,15.0,7.0,1,,
tt6832388,The Dark,The Dark,2018,2018-10-12,"Drama, Fantasy, Horror",95,Austria,English,Justin P. Lange,Justin P. Lange,Dor Film Produktionsgesellschaft,"Nadia Alexander, Toby Nichols, Karl Markovics, Sarah Murphy-Dyson, Dan Beirne, Margarete Tiesel, Dylan Trowbridge, Scott Beaudin, Chris Farquhar, John Blackwood, Kelly Boegel, Nneka Elliott, Timothy Modney, Geoffrey Pounsett, Alysia Topol","An undead teenage girl befriends a blind boy that she meets in a forest she haunts and hunts in. Both have been victims of unimaginable abuse, and each finds solace in the other. There may be a chance of light at the end of their tunnel, but it will come with a body count.",5.6,4170,,,$ 27738,52.0,97.0,56.0,1,$,27738.0
tt0061916,Il lungo duello,The Long Duel,1967,1967-10-12,"Action, Adventure, Drama",115,UK,"English, Hindi",Ken Annakin,"Peter Yeldham, Ranveer Singh",The Rank Organisation,"Yul Brynner, Trevor Howard, Harry Andrews, Andrew Keir, Charlotte Rampling, Virginia North, Laurence Naismith, Maurice Denham, Imogen Hassall, Paul Hardwick, Antoñito Ruiz, David Sumner, Rafiq Anwar, George Pastell, Shivendra Sinha",To protest against British oppression and tyranny a tribal leader becomes a bandit.,5.9,526,GBP 1000000,,,,14.0,6.0,1,,
tt0285462,Boat Trip,Boat Trip,2002,2004-04-30,Comedy,94,"USA, Germany","English, Swedish, Spanish",Mort Nathan,"Mort Nathan, William Bigelow",Motion Picture Corporation of America (MPCA),"Cuba Gooding Jr., Horatio Sanz, Roselyn Sanchez, Vivica A. Fox, Maurice Godin, Roger Moore, Lin Shaye, Victoria Silvstedt, Ken Hudson Campbell, Zen Gesner, William Bumiller, Noah York, Richard Roundtree, Bob Gunton, Jennifer Gareis","Two straight men mistakenly end up on a ""gays only"" cruise.",4.9,29976,$ 20000000,$ 8600126,$ 15020293,18.0,139.0,63.0,1,$,15020293.0
tt0093896,Lupin III: La cospirazione dei Fuma,Rupan sansei: Fûma ichizoku no inbô,1987,1987-12-01,"Animation, Action, Adventure",73,Japan,"Japanese, English",Masayuki Ozeki,"Monkey Punch, Makoto Naitô",TMS Entertainment,"Toshio Furukawa, Banjô Ginga, Mami Koyama, Kaneto Shiozawa, Seizô Katô, Mayumi Shô, Kôhei Miyauchi, Masashi Hirose, Shigeru Chiba, Hiroko Emori, Shigeru Nakahara, Yû Shimaka, Kazuaki Koide, Kôichi Yamadera, Tomohiro Nishimura",Lupin and his gang are called to action when Goemon's fiancé is held hostage by a mysterious ninja clan.,7.1,649,,,,,12.0,2.0,1,,
tt6672238,Pataki,Pataki,2017,2017-05-26,"Action, Comedy",140,India,Kannada,Manju Swaraj,"Prakash Jadeya, Anil Ravipudi",S. V. Productions,"Ganesh, Sai Kumar, Ashish Vidyarthi, Ranya Rao, Priyanka Thimmesh, Sadhu Kokila, Kuri Prathap, Rockline Sudhakar, Mohan Juneja",Surya is a corrupt IPS officer and he misuses his power to gain monetary benefits in unorthodox methods. During this process he also encourages a local MP named Rudra Pratap who has become a huge headache to Agni.,5.6,158,,,,,,,1,,
tt0092106,The Transformers: The Movie,The Transformers: The Movie,1986,1986-08-08,"Animation, Action, Adventure",84,"USA, Japan","English, Japanese",Nelson Shin,Ron Friedman,Sunbow Productions,"Norman Alden, Jack Angel, Michael Bell, Gregg Berger, Susan Blu, Arthur Burghardt, Corey Burton, Roger C. Carmel, Victor Caroli, Regis Cordic, Peter Cullen, Scatman Crothers, Bud Davis, Walker Edmiston, Paul Eiding","The Autobots must stop a colossal planet consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",7.3,37026,$ 6000000,$ 5849647,$ 5860601,,349.0,146.0,1,$,5860601.0
tt0080552,Cocktail Molotov,Cocktail Molotov,1980,1980-02-06,Drama,100,France,French,Diane Kurys,"Philippe Adrien, Diane Kurys",Alexandre Films,"Elise Caron, François Cluzet, Philippe Lebas, Geneviève Fontanel, Henri Garcin, Michel Puterflam, Marco Perrin, Stefania Casini, Armando Brancia, Christian Clavier, Frédérique Meininger, Patrick Chesnais, Jenny Clève, Malène Sveinbjornsson, Patrick Depeyrrat",,6.1,106,,,,,3.0,2.0,1,,
tt0083605,Ba cai Lin Ya Zhen,Ba cai Lin Ya Zhen,1982,1982-10-21,"Action, Comedy",86,Hong Kong,Cantonese,John Woo,"Chun-Wah Lau, John Woo",Golden Harvest Company,"Josephine Siao, Ricky Hui, Roman Tam, Lin-Lin Li, Sing Chen, Fung Woo, Hark-Sun Lau, David Wu, Yee Ching Gan, Lui Cheung, Ming-Yang Li, Ling-To Yuen, Chi Chou, Yat Fan Lau, Ngan Lee","Josephine Siao is hired by a C.E.O. to teach his father manners and how to act like a ""gentleman"" in public. A goofy slapstick comedy that also features Ricky Hui as Josephine's long ...",6.1,100,,,,,3.0,2.0,1,,
tt1985100,Haajar Bachhar Dhorey,Haajar Bachhar Dhorey,2005,2005-07-08,"Comedy, Drama, Family",137,Bangladesh,Bengali,Suchanda,"Zahir Raihan, Aziz Misir",Suchanda Cholochitra,"Riaz, Sharmin Zoha Shoshee, A.T.M. Shamsuzzaman, Shahnur, Suchanda, Nazma Anwar, Promi Atik, Ranjana Chowdhury, Rokeya Sultana Keya, Sonia, Neeti, Hosne Ara Begum, Nahid Afrose Bristi, Shiraj Haider, Amir Shirazi","Sets around some rural people and their village dealing with their lifestyle, struggle of survival, religion, marriage, relations, death and this ongoing process.",8.0,777,,,,,6.0,,1,,
tt0037384,Ancora insieme,Together Again,1944,1944-12-22,"Comedy, Romance",93,USA,English,Charles Vidor,"Virginia Van Upp, F. Hugh Herbert",Columbia Pictures,"Irene Dunne, Charles Boyer, Charles Coburn, Mona Freeman, Jerome Courtland, Elizabeth Patterson, Charles Dingle",A prim and proper widow who has succeeded him as mayor of a provincial Vermont town hires a worldly New York sculptor for her husband's statue.,6.7,676,,,,,16.0,10.0,0,,
tt0143900,St. Pauli Nacht,St. Pauli Nacht,1999,1999-09-02,Drama,95,Germany,German,Sönke Wortmann,"Frank Göhre, Frank Göhre",Hager Moss Film,"Ill-Young Kim, Armin Rohde, Maruschka Detmers, Florian Lukas, Axel Milberg, Timo Rathjens, Matthias Laaser, Doreen Jacobi, Benno Fürmann, Christian Redl, Kathleen Gallego Zapata, Jana Straulino, Ercan Durmaz, Hannes Hellmann, Heiner Lauterbach","Cabby Robby drives in and around St.Pauli, Hamburg, from sunset to sunrise. He is surrounded by stories of the night.",6.2,360,,,,,3.0,15.0,1,,
tt0949835,Passed the Door of Darkness,Passed the Door of Darkness,2008,2008,Thriller,100,USA,English,Peter Mervis,"Mark Colson, Peter Mervis",Night Light Films,"Mark Colson, Kathryn Avery Hansen, Matthew Prater, James M. Connor, Brice Harris, Andrew Kelsey, Greg Aronowitz, Marco Belts, Mark Beltzman, Jenny Bursch, Myra T. Chen, Adele Colson, Janet Colson, Christopher DeMaci, Judy Dixon","Passed the Door of Darkness: Two young children dead, floating face down in their family's bathtub. Their mother, shot in the back of the head, lies next to the tub in a pool of her own ...",3.3,173,,,,,11.0,1.0,0,,
tt0392465,Mozart and the Whale,Mozart and the Whale,2005,2006-02-02,"Comedy, Drama, Romance",94,USA,English,Petter Næss,Ronald Bass,Big City Pictures,"Josh Hartnett, Radha Mitchell, Gary Cole, Sheila Kelley, Erica Leerhsen, John Carroll Lynch, Nate Mooney, Rusty Schwimmer, Robert Wisdom, Allen Evangelista, Kelly B. Eviston, Jhon Goodwin, Christa Campbell, Jeffrey Brandle, Hollis Higgins","A love story between two savants with Asperger's syndrome, a kind of autism, whose conditions sabotage their budding relationship.",6.9,8568,$ 12000000,$ 36006,$ 84447,,54.0,16.0,0,$,84447.0
tt2294593,El-Baydha Wal Hagar,El-Baydha Wal Hagar,1990,1990,"Comedy, Drama",98,Egypt,Arabic,Ali Abdel-Khalek,Mahmoud Abu Zeid,,"Ahmed Zaki, Maali Zayed, Mamdouh Wafi, Fouad Khalil, Abdullah Mishref, Nagwa Fouad, Hanem Mohamed, Abdel Ghany Naser, Sayed Sadek, Naima Al Soghayar, Sabry Abdel Moniem","A philosophy teacher finds himself and his ethics surrounded by a corrupt society, and as he's mistaken for an exorcist / fortune-teller, he uses logic and psychological tricks to practice ...",7.6,626,,,,,1.0,,1,,
tt0035421,I cavalieri azzurri,Ten Gentlemen from West Point,1942,1942-06-26,"Adventure, Drama, History",102,USA,English,Henry Hathaway,"Richard Maibaum, George Seaton",Twentieth Century Fox,"George Montgomery, Maureen O'Hara, John Sutton, Laird Cregar, Shepperd Strudwick, Victor Francen, Harry Davenport, Ward Bond, Douglass Dumbrille, Ralph Byrd, Joe Brown Jr., David Bacon, Esther Dale, Richard Derr, Louis Jean Heydt","In the early 19th century, Congress mulls the idea of re-opening the West Point military training academy that formed officers for the American Revolutionary War.",6.5,226,,,,,5.0,,0,,
tt1164545,.hack//G.U. Trilogy,.hack//G.U. Trilogy,2007,2007-12-22,"Animation, Action, Adventure",93,Japan,Japanese,Hiroshi Matsuyama,"Saeko Hirotsu, Hiroto Niizato",.hack Conglomerate,"Takahiro Sakurai, Ayako Kawasumi, Sanae Kobayashi, Shin'ichirô Miki, Takumi Yamazaki, Akiko Hiramatsu, Atsuko Enomoto, Hiroki Touchi, Kaori Nazuka, Katsuyuki Konishi, Maaya Sakamoto, Masumi Asano, Sayaka Aida, Toshihiko Seki","After one of his friends falls into a coma playing an online game called The World, Haseo logs in to find the man responsible. But before he can unravel The World's many mysteries, he'll ...",5.7,167,,,,,3.0,1.0,1,,
tt0093535,I miei primi 40 anni,I miei primi 40 anni,1987,1987-11-05,Comedy,107,"Italy, France","English, Italian",Carlo Vanzina,"Marina Ripa di Meana, Carlo Vanzina",C.G. Silver Film,"Carol Alt, Elliott Gould, Jean Rochefort, Pierre Cosso, Capucine, Francesca Cassola, Pier Maria Cecchini, Cyrus Elias, Riccardo Garrone, Giampaolo Genovesi, Claudio Insegno, Carlo Monni, Giuseppe Pambieri, Tommaso Pernice, Elena Pompei","Marina is a woman who never says no...to men, money and fame! Determined to climb the social ladder, she works her way up from a marriage of a millionaire prince. At last, she's living the ...",4.0,186,,,,,1.0,,1,,
tt0283250,Ashita kuru hito,Ashita kuru hito,1955,1955-05-29,"Drama, Romance",115,Japan,Japanese,Yûzô Kawashima,"Yasushi Inoue, Ryûzô Kikushima",Nikkatsu,"Sô Yamamura, Yumeji Tsukioka, Tatsuya Mihashi, Rentarô Mikuni, Michiyo Aratama, Nobuo Kaneko, Eitarô Ozawa, Shôichi Ozawa, Fukuko Sayo, Toshio Takahara, Kaku Takashina","Sonejiro sacrifices all comfort to devote himself to research. Young housewife Yachiyo is disappointed with her husband Kappei, who is more attracted to mountain climbing and another girl. ...",6.8,146,,,,,,2.0,1,,
tt0062006,Il sudario della mummia,The Mummy's Shroud,1967,1967-06-18,Horror,90,UK,English,John Gilling,"John Gilling, Anthony Hinds",Seven Arts Productions,"André Morell, John Phillips, David Buck, Elizabeth Sellars, Maggie Kimberly, Michael Ripper, Tim Barrett, Richard Warner, Roger Delgado, Catherine Lacey, Dickie Owen, Bruno Barnabe, Toni Gilpin, Toolsie Persaud, Eddie Powell","In 1920 an archaeological expedition discovers the tomb of an ancient Egyptian child prince. Returning home with their discovery, the expedition members soon find themselves being killed ...",5.6,1719,,,,,56.0,47.0,1,,
tt2925388,Lazar,Lazar,2015,2016-11-30,"Crime, Drama, Thriller",98,"Republic of North Macedonia, Croatia, Bulgaria, France",Macedonian,Svetozar Ristovski,"Svetozar Ristovski, Svetozar Ristovski",Small Moves,"Vedran Zivolic, Dejan Lilic, Natasha Petrovic, Goran Navojec, Violeta Sapkovska, Krassimira Kuzmanova, Vlado Jovanovski, Alexander Sano, Ivo Zhelev, Toni Mihajlovski, Ivica Mojsovski, Kiril Anastasov, Igor Angelov, Goran Trifunovski, Bereda Reshit","Smuggling illegals into Europe, Lazar will be facing an impossible choice.",5.8,157,,,$ 1276,,1.0,4.0,1,$,1276.0
tt0197373,Ghessé hayé kish,Ghessé hayé kish,1999,1999-11-17,Drama,72,Iran,Persian,"Abolfazl Jalili, Mohsen Makhmalbaf","Abolfazl Jalili, Mohsen Makhmalbaf",ARP Sélection,"Hossein Panahi, Atefeh Razavi, Hafez Pakdel, Mohamad A. Babhan, Norieh Mahigiran, Fereydoon Haffar, Mansoor Naimi","A three episodic film made by three famous Iranian directors. The Greek Boat, the Ring and the Door which all are take place in Kish Island in south of Iran.",5.7,131,,,,,,3.0,1,,
tt1029364,Roanoke: The Lost Colony,Roanoke: The Lost Colony,2007,2007-05-15,"Drama, History",86,UK,English,Bertie Stephens,Shane Robert,BSDS Productions,"James Alexander, Michael Armstrong, Michael Chalkley, Andy Courtney, Misha Crosby, Charlotte Hunter, Jack Juniper, Bex Key, Fraser Knight, Marcus Massey, Anthony Morter, Damian Morter, Ryan Newberry, Leander Pittis, Ivor Potter",A fictional tale based on the true events of the Lost Colony of Roanoke Island in 1587.,4.7,114,GBP 5000,,,,2.0,,1,,
tt0352732,Ponmuttayidunna Tharavu,Ponmuttayidunna Tharavu,1988,1988,"Comedy, Drama",122,India,Malayalam,Sathyan Anthikad,Reghunath Paleri,,"Sreenivasan, Jayaram, Urvashi, Innocent, Jagathi Sreekumar, Shari, Oduvil Unnikrishnan, Sankaradi, Karamana Janardanan Nair, Parvathi, Krishnan Kutty Nair, Mammukoya, Shyama, K.P.A.C. Lalitha, Aloor Elsy","Bhaskaran, a goldsmith is madly in love with Snehalatha, the daughter of astrologer, Panicker. When Bhaskaran asks for Snehalatha's hand in marriage, to his shock, she denies their love affair.",8.0,505,,,,,1.0,,1,,
tt0277663,Dazzle,Dazzle,1999,1999-10-03,"Comedy, Drama, Family",88,South Africa,English,David Lister,"Stephen Ronald Francis, Gus Silber",Peakviewing Transatlantic PLC,"Maxwell Caulfield, Charlotte Savage, Dale Cutts, Emmanuel Castis, Mia Sara, Michelle Groenewald, Chantell Stander, Jeff Fahey, Greg Melvill-Smith, Peter Bonner, Mick Walter, Susan Danford, Wilson Dunster, Irene Stephanou, Adam Wolf",A fairy takes on human form and enters the life of a widowed children's book author and his daughter.,5.4,349,,,,,10.0,3.0,1,,
tt0063724,Le dolcezze del peccato,Der Turm der verbotenen Liebe,1968,1968-12-11,"Adventure, Drama",89,"West Germany, France, Italy",German,"Franz Antel, Fritz Umgelter","Alexandre Dumas, Kurt Nachmann",Rapid Film,"Teri Tordai, Jean Piat, Uschi Glas, Véronique Vendell, Marie-Ange Aniès, Karlheinz Fiege, Franz Rudnick, Jörg Pleva, Dada Gallotti, Armando Francioli, Jacques Herlin, Balázs Kosztolányi, Georg Markus, Károly Mécs, Rudolf Forster","While King Louis X of France is on a campaign, Queen Marguerite is reigning in Paris. During this time, the inhabitants of the city are disturbed by mysterious murders near a tower.",5.5,120,,,,,6.0,4.0,1,,
tt0375887,Kamaraj,Kamaraj,2004,2004-02-13,"Biography, Drama",121,India,Tamil,A. Balakrishnan,,Ramana Communications,"J. Mahendran, Richard Mathuram, Sampath, K. Vijayan",The film is a biographical sketch of the former Chief Minister of the then Madras State and the All-India Congress Committee secretary and a respected national figure. The film starts with ...,7.0,105,,,,,2.0,,1,,
tt0068816,"Ogami, il pericolo giallo",Kozure Ôkami: Sanzu no kawa no ubaguruma,1972,1974-08-22,"Action, Adventure, Drama",95,Japan,Japanese,Kenji Misumi,"Kazuo Koike, Goseki Kojima",Katsu Production,"Tomisaburô Wakayama, Kayo Matsuo, Akiji Kobayashi, Minoru Ôki, Shin Kishida, Shôgen Nitta, Takashi Ebata, Kappei Matsumoto, Akihiro Tomikawa, Izumi Ayukawa, Kazutarô Kuni, Maki Mizuhara, Ima Masaki, Reiko Kasahara, Yuriko Mishima","Trailed by a clan of female ninja, Ogami is paid to assassinate a clan traitor accompanied by three killers known as the Gods of Death.",8.0,5310,,,,,29.0,57.0,1,,
tt3155342,All Together Now,All Together Now,2020,2020-08-28,Drama,92,USA,English,Brett Haley,"Matthew Quick, Matthew Quick",Gotham Group,"Auli'i Cravalho, Rhenzy Feliz, Justina Machado, Judy Reyes, Anthony Jacques, Gerald Isaac Waters, Taylor Richardson, Fred Armisen, Carol Burnett, C.S. Lee, Maria Park, Eun-Chung Martha Han, Jerzy Gwiazdowski, Max Gail, Darius Pierce",An optimistic high schooler with musical aspirations must learn to accept help from her friends to overcome her personal hardships and fulfill her dreams.,6.5,1221,,,,63.0,21.0,20.0,0,,
tt0091299,Johnny Flash,Johnny Flash,1986,1986-10-23,Comedy,77,West Germany,German,Werner Nekes,"Werner Nekes, Peter Ritz",Werner Nekes Filmproduktion,"Helge Schneider, Andreas Kunze, Heike-Melba Fendel, Marianne Traub",Johnny Flash Comedy.,6.8,495,,,,,2.0,3.0,1,,
tt0055235,"No, My Darling Daughter","No, My Darling Daughter",1961,1962-04-06,Comedy,97,UK,English,Ralph Thomas,"Kay Bannerman, Harold Brooke",Five Star Films Ltd.,"Michael Redgrave, Michael Craig, Roger Livesey, James Westmoreland, Juliet Mills, Renee Houston, Joan Sims, Peter Barkworth, David Lodge, Carole Shelley, Victor Brooks, Court Benson, Ian Fleming, Terry Scott, Jean Taylor Smith","Tansy Carr (Juliet Mills) is the vivacious daughter of a wealthy international industrialist who runs away with a playboy millionaire, but falls in love with the hard-working young man who has been sent to bring her back.",6.1,185,,,,,4.0,,1,,
tt0410591,Shart: The Challenge,Shart: The Challenge,2004,2004-08-13,"Drama, Romance",136,India,Hindi,Puri Jagannadh,"Puri Jagannadh, Imtiaz Patel",,"Tusshar Kapoor, Gracy Singh, Amrita Arora, Anupam Kher, Prakash Raj, Himani Shivpuri, Rajpal Yadav, Ameesha Patel, Pawan Kalyan, Vrajesh Hirjee, Shakti Kapoor, Asrani, Snehal Dabi","A man who does not believe in love, places a bet with his childhood best friend that he won't fall in love. Things takes a turn when he gradually falls in love with a woman who has a protective brother.",3.6,147,,,,,4.0,1.0,1,,
tt5050876,Måste gitt,Måste gitt,2017,2017-01-06,"Comedy, Crime, Drama",97,Sweden,Swedish,Ivica Zubak,"Can Demirtas, Ivica Zubak",Film i Väst,"Can Demirtas, David Nzinga, Jörgen Thorsson, Selma Caglar, Lena Endre, Toni Prince Tvrtkovic, Kaiwan Karem, Madeleine Martin, Arvin Kananian, Yesim Tungert, Shebly Niavarani, Manuel Dubra, Saeid Sharifian, Candas Öz, Doruk Öz",Respected suburb guy in Stockholm who lives in criminality but want to be an actor. By coincidence he dropped his diary and was found by Lena Endre who thinks its great and want to publish it...,6.7,1035,SEK 0,,$ 14430,,3.0,3.0,1,$,14430.0
tt6113488,The Case for Christ,The Case for Christ,2017,2017-04-07,"Biography, Drama",112,USA,English,Jon Gunn,"Brian Bird, Lee Strobel",Triple Horse Studios,"Erika Christensen, Faye Dunaway, Frankie Faison, Robert Forster, Brett Rice, L. Scott Caldwell, Mike Vogel, Meredith Andrews, Rus Blackwell, Tracey Bonner, Matthew Brenher, Mark Campbell, Jordan Cox, David de Vos, Renell Gibbs",An investigative journalist and self-proclaimed atheist sets out to disprove the existence of God after his wife becomes a Christian.,6.3,7536,$ 5000000,$ 14682684,$ 18175663,50.0,142.0,43.0,0,$,18175663.0
tt4602818,Köpek,Köpek,2015,2016-10-13,Drama,94,"Switzerland, Turkey",Turkish,Esen Isik,Esen Isik,Maximage GmbH,"Çagla Akalin, Baris Atay, Salih Bademci, Ibrahim Iris, Hakan Karsak, Oguzhan Sancar, Bekir Sevenkan, Cemal Toktas, Beren Tuna","An ordinary day in the mega-city of Istanbul: Ten-year-old Cemo sells paper tissues in the streets, Hayat is controlled by her husband and transsexual Ebru sells her body. All three have a ...",6.7,224,,,,,1.0,7.0,1,,
